index,Timestamp,group,sex,age,experience,category,cloud,language,framework,sourceControl,useTesters,useCI,stackoverflow,githubStars,jobType,workType,workingLanguage,employer,placement,revenuePlace,satisfied,hoursPerMonth,deservedSalary,pandemicInfluence,unarebiResults,gpa,education,workstationType,workstation,computerModel,ram,memoryType,memorySize,averageMonthlyRevenue
72,10/8/2020 0:15:23,"Group - ""Georgian Web & Mobile Development Industry"" ",male,21-23,1-2 years,Full Stack Developer,don't use,PHP,Laravel,Git,no,don't use,700-1000,0-10,Full Time,Office - Local Projects,georgian,finances,georgia,georgia,no,300-400,2k-3k,"yes, increased",90 - 100 %,2-2.5,studying -  bachelor,laptop,Lenovo Ideapad,Lenovo,8 gb,SSD  (fast),256 gb,2k-3k
73,10/8/2020 0:17:56,Linkedin,male,18-20,1-2 years,Back End Developer,Digital Ocean,PHP,Symfony,Git,no,Jenkins,0-10,0-10,Full Time,Office - Local Projects,georgian,information technologies,georgia,georgia,yes,100-160,3k-4k,no influence,70-80 %,2.5-3,studying -  bachelor,laptop,no answer,no answer,4 gb,SSD  (fast),512 gb,1500-1999
74,10/8/2020 6:40:13,Linkedin,male,24-26,0-1 years,Front End Developer,don't use,Javascript,React,Git,yes,don't use,don't have account,0-10,Part Time,Office -  International Projects,georgian,information technologies,georgia,georgia,yes,40-100,1000-1500,no influence,70-80 %,2.5-3,finished -  bachelor,laptop,"Asus ",Asus,4 gb,HDD (slow),1 tb,500-999
75,10/8/2020 9:50:18,Linkedin,male,21-23,1-2 years,Front End Developer,don't use,TypeScript,Angular,Git,no,don't use,10-100,0-10,Both (Full time + Part Time),Remote  - Local Projects,georgian,information technologies,georgia,georgia,yes,160-200,4k-5k,"yes, increased",60-70 %,1-1.5,studying -  bachelor,Desktop computer,"Asus ",Asus,16 gb,SSD  (fast),512 gb,3k-4k
76,10/8/2020 0:25:48,"Group - ""Georgian Web & Mobile Development Industry"" ",male,21-23,0-1 years,ML Engineer,AWS,Python,PyTorch,Git,no,don't use,don't have account,0-10,Full Time,Remote  - International Projects,english,information technologies,georgia,georgia,yes,0-40,3k-4k,"yes, decreased",80-90 %,2-2.5,studying -  bachelor,laptop,Macbook Pro,Macbook,16 gb,SSD  (fast),256 gb,2k-3k
77,10/8/2020 0:26:02,"Group - ""Georgian Web & Mobile Development Industry"" ",male,18-20,1-2 years,Full Stack Developer,AWS,PHP,Magento 2,Git,no,no answer,10-100,0-10,Full Time,Office -  International Projects,english,information technologies,georgia,Latvia,yes,240-300,2k-3k,"yes, decreased",90 - 100 %,2.5-3,studying -  bachelor,laptop,no answer,no answer,16 gb,SSD  (fast),512 gb,1000-1499
78,10/8/2020 0:26:35,"Group - ""Georgian Web & Mobile Development Industry"" ",male,18-20,1-2 years,Full Stack Developer,AWS,Javascript,React,Git,yes,Circle CI,10-100,0-10,Both (Full time + Part Time),Office -  International Projects,georgian,information technologies,georgia,united states,yes,100-160,1000-1500,"yes, increased",70-80 %,2-2.5,studying -  bachelor,laptop,no answer,no answer,16 gb,SSD  (fast),512 gb,500-999
79,10/8/2020 11:59:19,"Group - ""Georgian Web & Mobile Development Industry"" ",male,15-17,don't have,Front End Developer,don't use,neither,Django,don't use,yes,don't use,400-700,50-100,not employed,no answer,georgian,no answer,georgia,georgia,no answer,100-160,500-1000,no influence,not yet high education,no answer,sunday school,both,"Asus ",Asus,12 gb,SSD  (fast),512 gb,no answer
80,10/8/2020 0:36:54,"Group - ""Remote Work - Georgian Community"" ",male,30-34,9-12 years,Full Stack Developer,no answer,Ruby,Rails,Git,no,no answer,1000-2000,0-10,Part Time,Remote  - International Projects,english,sales,georgia,germany,no,40-100,3k-4k,no influence,90 - 100 %,2-2.5,finished -  bachelor,laptop,"Macbook Air ",Macbook,8 gb,SSD  (fast),128 gb,7k-10k
81,10/13/2020 14:47:46,"Group - ""Georgian Web & Mobile Development Industry"" ",no answer,21-23,4-6 years,Front End Developer,AWS,Javascript,React,Git,no,don't use,200-400,0-10,Full Time,Office - Local Projects,georgian,finances,georgia,georgia,no,160-200,1500-2000,no influence,90 - 100 %,2-2.5,studying - master,Desktop computer,"PC ",PC,16 gb,"both (SSD, HDD)",256 gb,10k-15k
82,10/8/2020 0:39:04,"Group - ""Georgian Web & Mobile Development Industry"" ",male,18-20,0-1 years,Full Stack Developer,don't use,PHP,no answer,Git,yes,no answer,don't have account,0-10,Full Time,Office -  International Projects,georgian,no answer,georgia,georgia,no,40-100,1500-2000,no influence,90 - 100 %,2.5-3,studying -  bachelor,laptop,no answer,no answer,8 gb,SSD  (fast),512 gb,1000-1499
83,10/8/2020 0:40:44,"Group - ""Georgian Web & Mobile Development Industry"" ",male,24-26,1-2 years,Front End Developer,don't use,Javascript,Angular,Git,yes,Jenkins,don't have account,0-10,Full Time,Office - Local Projects,georgian,information technologies,georgia,georgia,yes,300-400,1500-2000,"yes, decreased",70-80 %,1-1.5,finished -  bachelor,laptop,HP Pavilion,HP,8 gb,SSD  (fast),256 gb,1500-1999
84,10/8/2020 16:27:04,JavaScript Georgia,male,21-23,1-2 years,Full Stack Developer,AWS,Javascript,React,Git,yes,no answer,0-10,0-10,Full Time,Office -  International Projects,english,finances,georgia,georgia,yes,100-160,3k-4k,no influence,60-70 %,3-3.5,studying -  bachelor,laptop,"Asus ",Asus,16 gb,SSD  (fast),512 gb,1500-1999
85,10/10/2020 17:14:41,friend,male,24-26,6-9 years,Back End Developer,don't use,C#,.NET Core,Git,yes,Jenkins,10-100,0-10,Full Time,Remote  - Local Projects,georgian,finances,georgia,georgia,yes,160-200,4k-5k,no influence,80-90 %,3-3.5,finished - master,laptop,"Asus ",Asus,16 gb,SSD  (fast),512 gb,4k-5k
86,10/10/2020 17:17:54,JavaScript Georgia,male,21-23,0-1 years,Front End Developer,AZURE,Javascript,React,Git,no,Travis,100-200,100-500,Part Time,Remote  - Local Projects,english,finances,georgia,georgia,no,0-40,2k-3k,no influence,70-80 %,3-3.5,studying -  bachelor,laptop,"Asus ",Asus,8 gb,HDD (slow),512 gb,1000-1499
87,10/8/2020 0:54:12,JavaScript Georgia,male,18-20,2-4 years,Back End Developer,AWS,PHP,Symfony,Git,yes,Gitlab CI,don't have account,0-10,Full Time,Office -  International Projects,georgian,gambling,georgia,georgia,yes,160-200,2k-3k,no influence,70-80 %,2.5-3,studying -  bachelor,laptop,Lenovo Legion,Lenovo,16 gb,SSD  (fast),512 gb,2k-3k
88,10/13/2020 23:46:34,JavaScript Georgia,male,21-23,1-2 years,Front End Developer,don't use,TypeScript,Angular,Git,yes,Devops,0-10,0-10,Full Time,Office -  International Projects,english,finances,georgia,georgia,yes,160-200,3k-4k,"yes, decreased",70-80 %,3.5-3.7,finished -  bachelor,laptop,"Asus ",Asus,16 gb,SSD  (fast),256 gb,3k-4k
89,10/8/2020 1:08:52,"Group - ""Georgian Web & Mobile Development Industry"" ",male,21-23,1-2 years,Front End Developer,AWS,Javascript,React,Git,yes,don't use,0-10,10-20,Full Time,Office -  International Projects,english,information technologies,georgia,israel,so so,100-160,2k-3k,no influence,90 - 100 %,2.5-3,studying -  bachelor,laptop,no answer,no answer,8 gb,HDD (slow),512 gb,1500-1999
90,10/14/2020 8:03:53,"Group - ""Remote Work - Georgian Community"" ",male,30-34,6-9 years,Back End Developer,no answer,C/C++,no answer,Git,no answer,no answer,no answer,no answer,Part Time,Remote  - Local Projects,georgian,information technologies,georgia,no answer,no,40-100,no answer,"yes, decreased",90 - 100 %,3-3.5,finished - master,laptop,"Asus ",Asus,8 gb,SSD  (fast),256 gb,no answer
91,10/8/2020 1:18:13,no answer,no answer,21-23,1-2 years,Front End Developer,don't use,Javascript,Angular,Git,yes,Travis,0-10,0-10,Full Time,Remote  - Local Projects,english,information technologies,georgia,georgia,no,160-200,5k-6k,"yes, decreased",70-80 %,2-2.5,studying -  bachelor,Desktop computer,no answer,no answer,16 gb,SSD  (fast),512 gb,2k-3k
92,10/15/2020 17:30:59,"Group - ""Tech Jobs Georgia""",male,27-29,4-6 years,Back End Developer,AWS,C#,.NET Core,Git,no,don't use,1000-2000,0-10,Full Time,Office - Local Projects,georgian,finances,georgia,georgia,no,160-200,4k-5k,no influence,80-90 %,2.5-3,finished - master,Desktop computer,"Asus ",Asus,16 gb,SSD  (fast),128 gb,2k-3k
93,10/8/2020 1:23:02,"Group - ""Georgian Web & Mobile Development Industry"" ",male,18-20,0-1 years,Full Stack Developer,don't use,Javascript,neither,Git,no,don't use,don't have account,don't have account,Part Time,Remote  - International Projects,english,no answer,georgia,united states,yes,160-240,3k-4k,no influence,no answer,no answer,studying -  bachelor,laptop,HP Pavilion,HP,8 gb,SSD  (fast),256 gb,1500-1999
94,10/7/2020 23:00:22,"Group - ""Georgian Web & Mobile Development Industry"" ",male,24-26,4-6 years,Full Stack Developer,AWS,TypeScript,NestJS,Git,yes,Jenkins,0-10,0-10,Both (Full time + Part Time),Remote  - International Projects,english,medical,georgia,united states,yes,160-200,10k-15k,"yes, increased",90 - 100 %,3-3.5,studying - master,laptop,no answer,no answer,16 gb,SSD  (fast),512 gb,10k-15k
95,10/8/2020 1:35:50,"Group - ""Georgian Web & Mobile Development Industry"" ",female,21-23,1-2 years,Back End Developer,don't use,C#,.NET Core,Git,yes,don't use,don't have account,don't have account,Full Time,Office - Local Projects,georgian,information technologies,georgia,georgia,yes,100-160,2k-3k,"yes, increased",90 - 100 %,4,studying -  bachelor,Desktop computer,no answer,no answer,8 gb,HDD (slow),no answer,1500-1999
96,10/8/2020 1:37:32,"Group - ""Georgian Web & Mobile Development Industry"" ",male,18-20,0-1 years,Mobile Apps Developer,don't use,Kotlin,no answer,Git,yes,don't use,100-200,0-10,Full Time,Remote  - Local Projects,georgian,finances,georgia,georgia,yes,100-160,1000-1500,no influence,70-80 %,3-3.5,studying -  bachelor,laptop,Lenovo Thinkpad,Lenovo,16 gb,SSD  (fast),512 gb,1000-1499
97,10/8/2020 1:02:56,"Group - ""Georgian Web & Mobile Development Industry"" ",male,30-34,9-12 years,QA Engineer,don't use,Python,Laravel,Git,yes,don't use,10-100,0-10,Full Time,Office - Local Projects,georgian,finances,georgia,georgia,yes,100-160,3k-4k,no influence,70-80 %,3.7-3.8,finished -  bachelor,laptop,"Dell ",Dell,16 gb,SSD  (fast),256 gb,2k-3k
98,10/8/2020 1:38:19,"Group - ""Georgian Web & Mobile Development Industry"" ",female,24-26,0-1 years,Full Stack Developer,no answer,Javascript,React,Git,no,don't use,0-10,no answer,Full Time,Remote  - Local Projects,georgian,no answer,georgia,georgia,yes,160-200,1500-2000,no influence,60-70 %,2.5-3,finished -  bachelor,laptop,no answer,no answer,no answer,no answer,no answer,1500-1999
99,10/8/2020 1:45:44,JavaScript Georgia,male,24-26,2-4 years,Front End Developer,don't use,Javascript,Angular,Git,no,don't use,0-10,0-10,Full Time,Remote  - Local Projects,georgian,no answer,georgia,georgia,yes,160-200,2k-3k,no influence,50-60 %,2-2.5,finished -  bachelor,Desktop computer,no answer,no answer,16 gb,SSD  (fast),1 tb,1500-1999
100,10/9/2020 1:29:38,"Group - ""Georgian Web & Mobile Development Industry"" ",male,35-39,4-6 years,Front End Developer,don't use,Javascript,React,Git,no,don't use,10k-20k,100-500,Full Time,Office - Local Projects,georgian,government org,georgia,georgia,yes,100-160,2k-3k,no influence,no answer,3.7-3.8,finished - master,Desktop computer,"Dell ",Dell,16 gb,no answer,no answer,2k-3k
101,10/8/2020 1:52:36,"Group - ""Georgian Web & Mobile Development Industry"" ",male,24-26,0-1 years,Front End Developer,don't use,Javascript,neither,Git,yes,don't use,no answer,no answer,not employed,Remote  - Local Projects,georgian,medical,georgia,georgia,no,40-100,1000-1500,"yes, decreased",70-80 %,1.5-2,finished -  bachelor,laptop,Dell Latitude,Dell,8 gb,SSD  (fast),256 gb,500-999
102,10/8/2020 2:00:07,"Group - ""Georgian Web & Mobile Development Industry"" ",male,24-26,don't have,Mobile Apps Developer,don't use,Kotlin,neither,Git,no,don't use,don't have account,0-10,not employed,no answer,no answer,no answer,georgia,georgia,no answer,no answer,1000-1500,no influence,80-90 %,1.5-2,finished -  bachelor,Desktop computer,no answer,no answer,8 gb,SSD  (fast),512 gb,no answer
103,10/8/2020 2:34:35,"Group - ""Remote Work - Georgian Community"" ",male,24-26,0-1 years,Full Stack Developer,don't use,neither,neither,Git,no,don't use,don't have account,don't have account,Part Time,Remote  - International Projects,english,medical,georgia,united kingdom,yes,0-40,1000-1500,"yes, increased",60-70 %,2-2.5,studying -  bachelor,laptop,Dell Latitude,Dell,8 gb,"both (SSD, HDD)",128 gb,0-299
104,10/8/2020 18:22:59,"Group - ""Georgian Web & Mobile Development Industry"" ",male,24-26,4-6 years,Mobile Apps Developer,AWS,Swift,SwiftUI,Git,yes,Jenkins,700-1000,0-10,Full Time,Office -  International Projects,english,information technologies,estonia,estonia,yes,0-40,10k-15k,no influence,80-90 %,3.8-3.9,finished - master,laptop,Macbook Pro,Macbook,16 gb,SSD  (fast),256 gb,10k-15k
105,10/10/2020 11:15:19,JavaScript Georgia,male,21-23,don't have,Full Stack Developer,don't use,Javascript,React,no answer,yes,no answer,don't have account,no answer,not employed,no answer,english,no answer,georgia,France,no answer,no answer,1000-1500,"yes, decreased",80-90 %,no answer,no answer,laptop,Macbook Pro,Macbook,4 gb,SSD  (fast),256 gb,no answer
106,10/8/2020 2:58:15,JavaScript Georgia,male,30-34,12-15 years,DevOps Engineer,Digital Ocean,neither,neither,Git,yes,Jenkins,don't have account,don't have account,Full Time,Office -  International Projects,english,gambling,georgia,georgia,no,40-100,7k-10k,no influence,80-90 %,4,finished -  bachelor,Desktop computer,Lenovo Thinkpad,Lenovo,32 gb,SSD  (fast),512 gb,5k-6k
107,10/8/2020 2:58:16,"Group - ""Georgian Web & Mobile Development Industry"" ",male,24-26,2-4 years,QA Engineer,Cloudinary,C#,.NET Core,Git,yes,Teamcity,0-10,don't have account,Full Time,Remote  - Local Projects,georgian,gambling,georgia,georgia,no,100-160,2k-3k,no influence,70-80 %,1-1.5,finished -  bachelor,laptop,"Dell ",Dell,16 gb,SSD  (fast),512 gb,1000-1499
108,10/8/2020 4:27:10,JavaScript Georgia,male,18-20,don't have,Full Stack Developer,don't use,C#,.NET Core,Git,yes,don't use,don't have account,10-20,not employed,no answer,english,no answer,georgia,georgia,no answer,0-40,500-1000,"yes, decreased",not yet high education,no answer,studying college,laptop,Asus VivoBook,Asus,8 gb,SSD  (fast),512 gb,no answer
109,10/9/2020 16:05:06,JavaScript Georgia,male,15-17,don't have,Full Stack Developer,don't use,TypeScript,.NET Core,don't use,no,don't use,don't have account,don't have account,not employed,no answer,english,no answer,georgia,no answer,no answer,no answer,no answer,no answer,not yet high education,no answer,just school,laptop,"Dell ",Dell,8 gb,no answer,128 gb,no answer
110,10/11/2020 1:37:24,JavaScript Georgia,male,24-26,2-4 years,Full Stack Developer,AZURE,PHP,Laravel,Git,no,Jenkins,400-700,50-100,Both (Full time + Part Time),Remote  - International Projects,georgian,information technologies,georgia,georgia,yes,240-300,2k-3k,"yes, decreased",30-40 %,2.5-3,finished -  bachelor,Desktop computer,"Dell ",Dell,8 gb,SSD  (fast),512 gb,7k-10k
111,10/8/2020 21:19:07,"Group - ""Georgian Web & Mobile Development Industry"" ",male,27-29,2-4 years,Back End Developer,Digital Ocean,PHP,Laravel,Git,no,don't use,don't have account,0-10,Both (Full time + Part Time),Office - Local Projects,georgian,information technologies,georgia,georgia,no,160-240,1500-2000,no influence,60-70 %,no answer,bachelor dropout,Desktop computer,"PC ",PC,16 gb,SSD  (fast),3 tb,10k-15k
112,10/11/2020 11:54:24,JavaScript Georgia,male,0-14,don't have,Network Administrator,don't use,Python,neither,don't use,no,don't use,10-100,0-10,not employed,no answer,georgian,no answer,georgia,no answer,no answer,no answer,0-300,no answer,not yet high education,no answer,sunday school,laptop,"Dell ",Dell,8 gb,SSD  (fast),1 tb,no answer
113,10/11/2020 17:17:49,Sysadmins GE,male,27-29,4-6 years,Network Administrator,don't use,no answer,no answer,no answer,no answer,no answer,no answer,no answer,Full Time,Office - Local Projects,georgian,information technologies,georgia,georgia,yes,100-160,1500-2000,no influence,70-80 %,1-1.5,studying -  bachelor,Desktop computer,"Dell ",Dell,16 gb,SSD  (fast),256 gb,2k-3k
114,10/8/2020 7:49:07,"Group - ""Georgian Web & Mobile Development Industry"" ",male,21-23,don't have,Back End Developer,don't use,C#,.NET,don't use,no,don't use,don't have account,don't have account,not employed,no answer,english,no answer,georgia,georgia,no answer,no answer,500-1000,no influence,70-80 %,1-1.5,finished -  bachelor,laptop,no answer,no answer,8 gb,SSD  (fast),no answer,no answer
115,10/8/2020 8:10:19,"Group - ""Georgian Web & Mobile Development Industry"" ",male,24-26,6-9 years,Mobile Apps Developer,AZURE,Swift,UIKit,Git,no,Xcode server,don't have account,0-10,Part Time,Office - Local Projects,georgian,finances,georgia,georgia,yes,40-100,7k-10k,no influence,80-90 %,2.5-3,studying -  bachelor,Desktop computer,Mac Mini,Mac Mini,8 gb,SSD  (fast),256 gb,3k-4k
116,10/12/2020 19:41:39,JavaScript Georgia,female,21-23,don't have,Front End Developer,don't use,Javascript,.NET Core,Git,no,Teamcity,100-200,50-100,not employed,no answer,english,no answer,georgia,georgia,no answer,100-160,1000-1500,"yes, increased",50-60 %,2.5-3,finished -  bachelor,laptop,"Dell ",Dell,16 gb,SSD  (fast),256 gb,no answer
117,10/12/2020 23:14:18,JavaScript Georgia,male,24-26,2-4 years,DevOps Engineer,Digital Ocean,Ruby,Rails,Git,yes,Gitlab CI,10-100,10-20,Both (Full time + Part Time),Remote  - International Projects,english,information technologies,georgia,germany,yes,240-300,4k-5k,"yes, increased",70-80 %,0.5-1,studying -  bachelor,laptop,"Dell ",Dell,8 gb,SSD  (fast),256 gb,3k-4k
118,10/8/2020 8:55:21,Linkedin,male,35-39,9-12 years,Mobile Apps Developer,don't use,Java,neither,Git,no,don't use,0-10,0-10,Full Time,Office - Local Projects,georgian,information technologies,georgia,georgia,no,300-400,7k-10k,no influence,80-90 %,0-0.5,finished -  bachelor,laptop,no answer,no answer,16 gb,SSD  (fast),256 gb,4k-5k
119,10/8/2020 9:40:46,JavaScript Georgia,male,35-39,12-15 years,Full Stack Developer,don't use,PHP,Vue,Git,no,Circle CI,don't have account,0-10,not employed,Remote  - Local Projects,georgian,medical,georgia,georgia,yes,0-40,4k-5k,"yes, decreased",20-30 %,no answer,finished -  bachelor,laptop,no answer,no answer,8 gb,SSD  (fast),512 gb,2k-3k
120,10/13/2020 12:54:20,"Group - ""Georgian Web & Mobile Development Industry"" ",male,27-29,4-6 years,Full Stack Developer,don't use,Java,Spring,Git,yes,Jenkins,400-700,10-20,Full Time,Office - Local Projects,georgian,information technologies,georgia,georgia,no,160-200,1500-2000,no influence,70-80 %,4,studying - PHD,Desktop computer,"Dell ",Dell,8 gb,SSD  (fast),512 gb,1000-1499
121,10/8/2020 9:56:35,JavaScript Georgia,male,18-20,1-2 years,Full Stack Developer,AWS,C#,.NET Core,Git,no,don't use,don't have account,0-10,Full Time,Office -  International Projects,english,gambling,georgia,georgia,yes,0-40,2k-3k,no influence,70-80 %,2.5-3,studying -  bachelor,laptop,Acer Aspire,Acer,16 gb,SSD  (fast),512 gb,1500-1999
122,10/13/2020 23:31:01,"Group - ""Tech Jobs Georgia""",female,24-26,4-6 years,ML Engineer,AWS,Python,Django,Git,no,don't use,don't have account,don't have account,Full Time,Remote  - Local Projects,georgian,gambling,georgia,georgia,no,100-160,5k-6k,no influence,90 - 100 %,3.5-3.7,finished -  bachelor,laptop,"Dell ",Dell,32 gb,SSD  (fast),512 gb,4k-5k
123,10/14/2020 14:52:37,"Group - ""Tech Jobs Georgia""",male,30-34,9-12 years,DevOps Engineer,AWS,Python,Flask,Git,no,Jenkins,0-10,0-10,Both (Full time + Part Time),Office -  International Projects,georgian,information technologies,georgia,georgia,yes,300-400,6k-7k,"yes, decreased",not yet high education,no answer,finished -  bachelor,laptop,"Dell ",Dell,16 gb,SSD  (fast),256 gb,4k-5k
124,10/8/2020 0:53:03,JavaScript Georgia,male,21-23,don't have,Front End Developer,don't use,C/C++,neither,Git,no,don't use,don't have account,0-10,not employed,no answer,english,no answer,georgia,georgia,no answer,0-40,300-500,"yes, increased",40-50 %,2.5-3,studying -  bachelor,laptop,"Fujitsu ",Fujitsu,6 gb,HDD (slow),512 gb,no answer
125,10/8/2020 1:38:13,"Group - ""Remote Work - Georgian Community"" ",male,27-29,4-6 years,Full Stack Developer,Digital Ocean,TypeScript,Angular,Git,yes,Circle CI,don't have account,0-10,Full Time,Remote  - International Projects,english,finances,georgia,canada,yes,160-200,7k-10k,"yes, increased",90 - 100 %,3-3.5,finished - master,Desktop computer,"HP ",HP,64 gb,SSD  (fast),256 gb,5k-6k
126,10/8/2020 7:22:19,"Group - ""Georgian Web & Mobile Development Industry"" ",female,24-26,1-2 years,Project Manager,don't use,neither,neither,no answer,yes,don't use,don't have account,don't have account,Full Time,Office - Local Projects,georgian,telecommunications,georgia,georgia,no,160-200,3k-4k,no influence,50-60 %,1.5-2,finished -  bachelor,laptop,"HP ",HP,8 gb,SSD  (fast),no answer,2k-3k
127,10/8/2020 13:46:25,"Group - ""Georgian Web & Mobile Development Industry"" ",male,30-34,2-4 years,Back End Developer,AWS,Java,Spring,Git,no,Jenkins,10-100,50-100,Full Time,Remote  - International Projects,spanish,finances,spain,spain,yes,100-160,6k-7k,no influence,70-80 %,no answer,finished -  bachelor,laptop,"HP ",HP,8 gb,SSD  (fast),256 gb,5k-6k
128,10/8/2020 10:49:24,friend,male,24-26,1-2 years,Front End Developer,don't use,Javascript,Angular,Git,yes,Jenkins,don't have account,don't have account,Full Time,Office -  International Projects,english,gambling,georgia,georgia,yes,160-200,2k-3k,no influence,50-60 %,1-1.5,finished -  bachelor,laptop,Razer Blade,Razer,16 gb,SSD  (fast),512 gb,1500-1999
129,10/8/2020 15:12:07,"Group - ""Georgian Web & Mobile Development Industry"" ",male,24-26,2-4 years,Mobile Apps Developer,Google Cloud Platform,Kotlin,neither,Git,yes,Jenkins,0-10,0-10,Full Time,Office - Local Projects,georgian,finances,georgia,georgia,yes,160-200,6k-7k,no influence,90 - 100 %,3.5-3.7,finished -  bachelor,Desktop computer,"HP ",HP,16 gb,"both (SSD, HDD)",512 gb,2k-3k
130,10/8/2020 15:56:07,"Group - ""Georgian Web & Mobile Development Industry"" ",male,15-17,0-1 years,Full Stack Developer,Google Cloud Platform,Javascript,React,Git,yes,no answer,10-100,0-10,Full Time,Office - Local Projects,georgian,information technologies,georgia,georgia,yes,100-160,no answer,no influence,not yet high education,no answer,just school,laptop,"HP ",HP,4 gb,SSD  (fast),256 gb,500-999
131,10/8/2020 2:57:40,"Group - ""Georgian Web & Mobile Development Industry"" ",male,27-29,4-6 years,Front End Developer,don't use,TypeScript,React,Git,yes,Jenkins,0-10,10-20,Both (Full time + Part Time),Office -  International Projects,english,information technologies,poland,united states,no,160-200,15k-20k,no influence,80-90 %,3-3.5,studying - master,laptop,Macbook Pro,Macbook,16 gb,SSD  (fast),256 gb,10k-15k
132,10/8/2020 11:06:34,friend,male,30-34,6-9 years,Full Stack Developer,Digital Ocean,TypeScript,Angular,Git,yes,Jenkins,don't have account,0-10,Full Time,Remote  - International Projects,english,gambling,georgia,georgia,yes,160-200,no answer,no influence,80-90 %,no answer,finished - master,laptop,no answer,no answer,16 gb,SSD  (fast),128 gb,no answer
133,10/8/2020 22:57:49,JavaScript Georgia,female,24-26,don't have,Front End Developer,don't use,Javascript,neither,Git,no,don't use,don't have account,0-10,not employed,no answer,no answer,no answer,georgia,georgia,no answer,no answer,1000-1500,"yes, decreased",90 - 100 %,3.7-3.8,just school,laptop,"HP ",HP,6 gb,HDD (slow),1 tb,no answer
134,10/8/2020 11:20:59,"Group - ""Georgian Web & Mobile Development Industry"" ",male,21-23,4-6 years,Mobile Apps Developer,don't use,Swift,neither,Git,yes,Bitrise,don't have account,don't have account,Full Time,Remote  - Local Projects,georgian,finances,georgia,georgia,yes,160-240,5k-6k,no influence,40-50 %,1-1.5,bachelor dropout,laptop,Macbook Pro,Macbook,16 gb,SSD  (fast),256 gb,3k-4k
135,10/8/2020 11:23:52,"Group - ""Georgian Web & Mobile Development Industry"" ",male,35-39,15-20 years,Mobile Apps Developer,AWS,Swift,SwiftUI,Git,yes,Bitrise,1000-2000,0-10,Both (Full time + Part Time),Office - Local Projects,georgian,finances,georgia,georgia,yes,160-200,10k-15k,"yes, decreased",no answer,no answer,finished -  bachelor,laptop,Macbook Pro,Macbook,16 gb,SSD  (fast),512 gb,6k-7k
136,10/9/2020 10:55:09,JavaScript Georgia,male,18-20,don't have,Front End Developer,don't use,Javascript,neither,Git,no,don't use,don't have account,0-10,not employed,no answer,georgian,no answer,georgia,georgia,no answer,160-200,300-500,no influence,70-80 %,1.5-2,studying -  bachelor,laptop,"HP ",HP,4 gb,HDD (slow),512 gb,no answer
137,10/8/2020 11:55:24,"Group - ""Georgian Web & Mobile Development Industry"" ",male,27-29,9-12 years,Full Stack Developer,Digital Ocean,PHP,Laravel,Git,yes,don't use,don't have account,50-100,Both (Full time + Part Time),Remote  - Local Projects,georgian,gambling,georgia,georgia,yes,240-300,6k-7k,no influence,50-60 %,3-3.5,finished -  bachelor,laptop,no answer,no answer,16 gb,SSD  (fast),512 gb,5k-6k
138,10/9/2020 12:52:07,JavaScript Georgia,male,30-34,don't have,Mobile Apps Developer,no answer,Javascript,.NET,don't use,yes,don't use,400-700,no answer,not employed,no answer,english,no answer,georgia,georgia,no answer,300-400,1000-1500,"yes, decreased",70-80 %,no answer,just school,tablet,"HP ",HP,4 gb,SSD  (fast),4 gb,no answer
139,10/8/2020 11:59:44,"Group - ""Remote Work - Georgian Community"" ",male,18-20,0-1 years,Front End Developer,don't use,Javascript,React,Git,no,don't use,0-10,0-10,Part Time,Remote  - Local Projects,english,information technologies,georgia,georgia,no,40-100,1000-1500,no influence,70-80 %,3.9-3.99,studying -  bachelor,Desktop computer,no answer,no answer,4 gb,HDD (slow),512 gb,500-999
140,10/9/2020 18:15:52,friend,male,27-29,6-9 years,System Administrator,AZURE,Javascript,React,TFS,yes,Jenkins,don't have account,don't have account,Both (Full time + Part Time),Remote  - Local Projects,georgian,finances,georgia,georgia,yes,160-200,4k-5k,no influence,no answer,3-3.5,finished -  bachelor,laptop,"HP ",HP,16 gb,SSD  (fast),512 gb,3k-4k
141,10/10/2020 14:42:29,friend,male,27-29,4-6 years,Data Scientist,AWS,Python,neither,Git,no,don't use,don't have account,don't have account,Full Time,Office - Local Projects,georgian,finances,georgia,georgia,yes,100-160,5k-6k,no influence,90 - 100 %,1.5-2,studying - master,both,"HP ",HP,16 gb,SSD  (fast),1 tb,3k-4k
142,10/8/2020 12:17:20,JavaScript Georgia,female,21-23,1-2 years,Back End Developer,Google Cloud Platform,Python,neither,Git,no,don't use,0-10,0-10,Full Time,Office - Local Projects,georgian,information technologies,georgia,georgia,no,160-200,3k-4k,no influence,80-90 %,3.5-3.7,finished -  bachelor,laptop,Dell Inspirion,Dell,16 gb,SSD  (fast),512 gb,1000-1499
143,10/8/2020 12:24:35,"Group - ""Remote Work - Georgian Community"" ",male,21-23,2-4 years,Back End Developer,AWS,Python,Django,Git,no,Gitlab CI,100-200,0-10,Part Time,Remote  - International Projects,english,non governmental org,georgia,switzerland,yes,100-160,6k-7k,no influence,no answer,3.5-3.7,studying -  bachelor,laptop,Dell XPS,Dell,16 gb,SSD  (fast),256 gb,5k-6k
